Song URL,Song Title,Album Title,Artist Names
https://music.youtube.com/watch?v=t6QZ5EDpypA,"Debussy: Petite suite, CD 71, L. 65: IV. Ballet (Live)",Martha Argerich Plays Debussy,Martha Argerich
https://music.youtube.com/watch?v=WQy7XsODHX0,"Debussy: Prélude à l'après-midi d'un faune, L. 87b (Version for 2 Pianos) [Live]",Martha Argerich Plays Debussy,Martha Argerich
https://music.youtube.com/watch?v=M5wYxijvGoo,Dell'Acqua: Villanelle (Villanella),Rita Streich - Waltzes and Arias,Rita Streich
https://music.youtube.com/watch?v=5Vc1LQlst7M,Diálogo,Tocando,Toquinho
https://music.youtube.com/watch?v=EhuxUVizq-8,Digital Rasta,Micro-Phonies,Cabaret Voltaire
https://music.youtube.com/watch?v=cYBHWE0NqaA,"Disco ""B""",Brasilian Skies,Masayoshi Takanaka
https://music.youtube.com/watch?v=Zu91lHqgffc,Divine Illusion,This Is Where It Ends,All Shall Perish
https://music.youtube.com/watch?v=Q8jSt9crx4s,Do Right,Micro-Phonies,Cabaret Voltaire
https://music.youtube.com/watch?v=Plo5PywZKdA,Do That To Me One More Time,Make Your Move,Captain & Tennille
https://music.youtube.com/watch?v=vHPhUG1qI-Y,Do the Boogaloo,The Fantastic Laurel Aitken (Deluxe),Laurel Aitken
